,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
6018,3.0,5.0,0.23,84.0,67.0,64.0,62.0,30.12,30.14,30.14,0.866025,-0.5,0,1,0,2013,6,10,1146,-4,1300,-5,MQ,N523MQ,3697,EWR,ORD,104,719,11,46
6019,10.0,6.0,0.0,42.0,33.0,27.0,12.0,30.07,30.09,30.09,-1.0,-1.84e-16,0,1,0,2013,1,3,1540,-5,1820,5,DL,N326NB,1942,EWR,ATL,126,746,15,40
6020,10.0,7.0,0.0,50.0,61.0,51.0,42.0,30.32,30.34,30.34,-0.5,0.866025,1,0,0,2013,9,18,822,-3,925,-10,AA,N3CNAA,84,JFK,BOS,45,187,8,22
6021,10.0,11.0,0.0,58.0,28.0,24.0,15.0,29.81,29.83,29.83,-0.984808,0.173648,1,0,0,2013,2,3,2038,-2,2350,-9,B6,N534JB,165,JFK,PDX,352,2454,20,38
6022,2.5,7.0,0.0,96.0,66.0,65.0,65.0,30.09,30.11,30.11,0.939693,-0.34202,1,0,0,2013,10,6,806,-1,1044,-13,UA,N16234,1154,EWR,TPA,134,997,8,6
6023,10.0,8.0,0.0,88.0,76.0,73.0,72.0,30.21,30.23,30.23,-0.866025,-0.5,0,1,0,2013,7,5,608,-2,854,-30,UA,N555UA,303,JFK,SFO,326,2586,6,8
6024,10.0,11.0,0.0,47.0,66.0,55.0,45.0,29.98,30.0,30.0,0.173648,0.984808,1,0,0,2013,9,14,1338,-7,1602,-31,B6,N605JB,581,JFK,HOU,181,1428,13,38
6025,10.0,10.0,0.0,49.0,33.0,28.0,16.0,30.34,30.36,30.36,-0.984808,0.173648,1,0,0,2013,12,27,755,-4,1044,5,DL,N916DL,2047,LGA,ATL,127,762,7,55
6026,10.0,8.0,0.0,64.0,36.0,32.0,25.0,30.32,30.34,30.34,0.866025,-0.5,0,1,0,2013,2,22,1748,82,1946,103,EV,N14952,4702,EWR,GSO,88,445,17,48
6027,10.0,3.0,0.0,88.0,75.0,72.0,71.0,29.95,29.97,29.97,0.766044,-0.642788,1,0,0,2013,7,21,2146,106,9,85,UA,N416UA,604,EWR,IAH,182,1400,21,46
6028,10.0,8.0,0.02,90.0,71.0,69.0,68.0,29.71,29.73,29.73,0.5,-0.866025,1,0,0,2013,9,12,2104,64,29,72,UA,N524UA,394,EWR,SFO,337,2565,21,4
6029,10.0,14.0,0.0,70.0,40.0,36.0,31.0,30.07,30.09,30.09,-0.173648,-0.984808,0,1,0,2013,2,19,830,0,1104,-2,F9,N210FR,835,LGA,DEN,232,1620,8,30
6030,10.0,16.0,0.0,46.0,94.0,77.0,70.0,29.71,29.73,29.73,-1.0,-1.84e-16,0,1,0,2013,7,20,1550,-2,1805,-35,UA,N434UA,503,EWR,MCO,121,937,15,50
6031,10.0,20.0,0.0,23.0,62.0,46.0,24.0,30.29,30.31,30.31,0.866025,-0.5,0,1,0,2013,4,30,1433,-7,1603,-27,MQ,N713MQ,4429,LGA,CMH,69,479,14,33
6032,10.0,15.0,0.0,27.0,40.0,30.0,8.0,30.3,30.32,30.32,-0.5,0.866025,0,1,0,2013,11,13,1445,-1,1618,-26,EV,N16919,4175,EWR,AVL,77,583,14,45
6033,10.0,6.0,0.0,66.0,69.0,62.0,57.0,29.86,29.88,29.88,-2.45e-16,1.0,0,1,0,2013,8,4,652,-3,920,14,US,N604AW,433,EWR,PHX,300,2133,6,52
6034,10.0,17.0,0.0,69.0,59.0,54.0,49.0,30.03,30.05,30.05,-0.34202,-0.939693,1,0,0,2013,10,21,2035,5,2207,2,WN,N489WN,2520,EWR,MDW,118,711,20,35
6035,10.0,15.0,0.0,41.0,49.0,40.0,26.0,30.19,30.22,30.21,-0.866025,-0.5,0,1,0,2013,11,14,1847,7,2156,0,DL,N315NB,2139,LGA,MIA,158,1096,18,47
6036,9.0,17.0,0.0,68.0,48.0,43.0,38.0,29.86,29.88,29.88,0.766044,-0.642788,0,1,0,2013,3,31,1728,-2,1847,-11,B6,N298JB,1307,JFK,IAD,48,228,17,28
6037,10.0,10.0,0.0,83.0,53.0,50.0,48.0,30.23,30.25,30.25,0.34202,-0.939693,1,0,0,2013,4,29,930,0,1236,-19,AA,N320AA,179,JFK,SFO,340,2586,9,30
6038,9.0,11.0,0.0,83.0,49.0,47.0,44.0,29.53,29.55,29.55,-0.984808,-0.173648,1,0,0,2013,2,27,1633,23,1901,-16,DL,N378DA,91,JFK,LAS,307,2248,16,33
6039,10.0,15.0,0.0,61.0,68.0,60.0,54.0,30.08,30.1,30.1,-0.173648,-0.984808,0,1,0,2013,9,19,1742,7,2002,-8,UA,N75433,1580,EWR,LAS,292,2227,17,42
6040,10.0,18.0,0.0,84.0,71.0,68.0,66.0,29.76,29.78,29.78,0.34202,-0.939693,0,1,0,2013,9,21,1702,2,1941,-4,AA,N5CHAA,45,JFK,LAS,312,2248,17,2
6041,10.0,13.0,0.0,42.0,71.0,58.0,47.0,30.03,30.05,30.05,-0.173648,0.984808,1,0,0,2013,8,5,819,27,1004,11,EV,N34110,4104,EWR,CHS,88,628,8,19
6042,10.0,3.0,0.0,33.0,69.0,54.0,39.0,30.22,30.25,30.24,0.0871557,0.996195,1,0,0,2013,9,6,1211,-4,1437,-3,MQ,N522MQ,3658,LGA,ATL,113,762,12,11
6043,10.0,13.0,0.0,84.0,70.0,67.0,65.0,30.15,30.17,30.17,-0.5,-0.866025,0,1,0,2013,9,10,617,-3,809,-14,EV,N27152,4535,EWR,MSP,146,1008,6,17
6044,10.0,16.0,0.0,79.0,76.0,71.0,69.0,29.49,29.51,29.51,1.22e-16,-1.0,0,1,0,2013,6,28,1704,84,1939,118,US,N725UW,1899,LGA,CLT,113,544,17,4
6045,10.0,7.0,0.0,71.0,73.0,67.0,63.0,29.89,29.91,29.91,-0.642788,-0.766044,0,1,0,2013,8,3,615,0,914,4,AA,N3ACAA,1895,EWR,MIA,147,1085,6,15
6046,5.0,9.0,0.02,89.0,34.0,33.0,31.0,30.08,30.1,30.1,-0.5,-0.866025,0,1,0,2013,1,28,1726,-1,2037,-12,UA,N73278,1593,EWR,PDX,348,2434,17,26
6047,10.0,25.0,0.0,21.0,40.0,29.0,3.0,29.85,29.87,29.87,-0.939693,0.34202,0,1,0,2013,3,14,1807,27,2033,-11,DL,N3733Z,1629,JFK,LAS,286,2248,18,7
6048,10.0,7.0,0.0,47.0,44.0,37.0,25.0,29.8,29.82,29.82,-0.5,0.866025,1,0,0,2013,3,26,1928,-2,2105,0,EV,N614QX,5472,LGA,ORF,45,296,19,28
6049,10.0,18.0,0.0,59.0,47.0,41.0,33.0,30.08,30.1,30.1,-0.173648,-0.984808,0,1,0,2013,3,30,1852,-3,2242,-13,AA,N5EFAA,1613,JFK,SJU,195,1598,18,52
6050,10.0,9.0,0.0,63.0,48.0,43.0,36.0,30.21,30.23,30.23,-0.866025,-0.5,1,0,0,2013,11,15,2109,29,2333,31,EV,N27200,4085,EWR,OMA,178,1134,21,9
6051,8.0,8.0,0.0,93.0,57.0,56.0,55.0,29.94,29.96,29.96,0.939693,0.34202,0,1,0,2013,5,9,656,-4,755,-10,US,N952UW,2116,LGA,BOS,35,184,6,56
6052,10.0,9.0,0.0,69.0,49.0,44.0,39.0,29.59,29.61,29.61,-0.866025,-0.5,1,0,0,2013,2,28,1159,-1,1349,-11,US,N702UW,1443,JFK,CLT,90,541,11,59
6053,10.0,16.0,0.0,66.0,50.0,45.0,39.0,30.11,30.14,30.13,0.34202,0.939693,0,1,0,2013,4,23,2011,131,2248,105,UA,N68452,1637,EWR,TPA,133,997,20,11
6054,10.0,8.0,0.0,42.0,56.0,46.0,33.0,30.27,30.29,30.29,0.173648,0.984808,1,0,0,2013,10,28,2036,-3,2330,-25,B6,N760JB,1205,JFK,PDX,325,2454,20,36
6055,10.0,11.0,0.0,65.0,68.0,61.0,56.0,30.02,30.04,30.04,0.984808,-0.173648,1,0,0,2013,9,26,1155,-5,1350,-35,UA,N810UA,998,EWR,PHX,276,2133,11,55
6056,10.0,14.0,0.0,49.0,33.0,28.0,16.0,30.22,30.24,30.24,-0.939693,-0.34202,1,0,0,2013,12,13,1805,6,2103,-6,DL,N358NB,2370,LGA,PBI,138,1035,18,5
6057,10.0,16.0,0.0,72.0,79.0,72.0,69.0,29.61,29.63,29.63,-0.173648,-0.984808,1,0,0,2013,6,29,1441,-4,1710,-30,AA,N3HTAA,759,LGA,DFW,191,1389,14,41
6058,10.0,5.0,0.0,69.0,52.0,47.0,42.0,30.04,30.06,30.06,-0.642788,0.766044,1,0,0,2013,9,24,736,85,858,96,EV,N15574,4533,EWR,BUF,47,282,7,36
6059,10.0,13.0,0.0,54.0,47.0,40.0,31.0,29.91,29.93,29.93,-1.0,-1.84e-16,0,1,0,2013,10,27,639,-1,849,-16,DL,N398DA,1743,JFK,ATL,108,760,6,39
6060,10.0,9.0,0.0,31.0,28.0,21.0,1.0,30.48,30.5,30.5,-0.984808,0.173648,1,0,0,2013,1,18,1807,-8,1928,-30,9E,N8884E,4019,JFK,RIC,55,288,18,7
6061,10.0,18.0,0.0,81.0,63.0,60.0,57.0,29.9,29.92,29.92,1.22e-16,-1.0,0,1,0,2013,10,31,2022,50,2218,35,EV,N14972,4361,EWR,TYS,99,631,20,22
6062,10.0,7.0,0.0,79.0,73.0,69.0,66.0,29.89,29.91,29.91,-0.766044,-0.642788,0,1,0,2013,8,3,1328,-2,1615,-10,B6,N635JB,505,EWR,FLL,144,1065,13,28
6063,9.0,18.0,0.0,89.0,43.0,42.0,40.0,29.48,29.5,29.5,-0.766044,0.642788,0,1,0,2013,12,29,2038,198,2355,205,AA,N4XRAA,2488,EWR,DFW,234,1372,20,38
6064,10.0,11.0,0.0,70.0,36.0,33.0,27.0,30.08,30.09,30.1,-0.5,-0.866025,0,1,0,2013,2,19,726,-6,1034,-4,UA,N483UA,339,LGA,IAH,227,1416,7,26
6065,9.0,11.0,0.0,74.0,80.0,74.0,71.0,29.74,29.76,29.76,0.5,-0.866025,0,1,0,2013,6,27,1311,11,1553,-2,VX,N846VA,165,EWR,LAX,317,2454,13,11
6066,10.0,22.0,0.0,84.0,63.0,60.0,58.0,29.97,29.99,29.99,-0.173648,-0.984808,0,1,0,2013,10,31,1641,11,1957,-13,VX,N639VA,27,JFK,SFO,341,2586,16,41
6067,10.0,26.0,0.0,68.0,40.0,36.0,30.0,29.84,29.86,29.86,0.642788,0.766044,0,1,0,2013,3,6,1638,35,1801,45,EV,N13553,4398,EWR,ORF,65,284,16,38
6068,10.0,13.0,0.0,45.0,33.0,27.0,14.0,30.58,30.6,30.6,0.5,0.866025,1,0,0,2013,12,8,1143,-4,1518,21,B6,N561JB,323,JFK,LAX,376,2475,11,43
6069,10.0,11.0,0.0,68.0,69.0,62.0,58.0,30.16,30.18,30.18,-0.766044,-0.642788,0,1,0,2013,8,26,731,-6,931,1,EV,N11548,5811,EWR,DTW,90,488,7,31
6070,10.0,15.0,0.0,57.0,56.0,49.0,41.0,30.28,30.3,30.3,0.642788,-0.766044,0,1,0,2013,5,4,1554,-5,1707,-38,B6,N179JB,6,JFK,BUF,49,301,15,54
6071,10.0,16.0,0.0,40.0,34.0,27.0,12.0,30.35,30.37,30.37,-0.173648,0.984808,1,0,0,2013,11,13,1050,-9,1351,-14,B6,N537JB,971,LGA,FLL,151,1076,10,50
6072,10.0,10.0,0.0,70.0,39.0,35.0,30.0,29.97,29.99,29.99,1.22e-16,-1.0,1,0,0,2013,2,14,1834,-6,2025,-24,DL,N329NW,2131,LGA,DTW,86,502,18,34
6073,10.0,14.0,0.0,66.0,65.0,58.0,53.0,29.6,29.62,29.62,-0.5,-0.866025,0,1,0,2013,11,1,1714,148,1943,146,EV,N17560,4140,EWR,ATL,126,746,17,14
6074,10.0,14.0,0.0,34.0,74.0,58.0,44.0,30.04,30.06,30.06,0.173648,0.984808,1,0,0,2013,8,5,1059,4,1401,14,DL,N373DA,1275,JFK,SLC,277,1990,10,59
6075,10.0,23.0,0.0,37.0,35.0,28.0,11.0,30.01,30.03,30.03,-0.642788,0.766044,1,0,0,2013,2,21,1639,104,1802,77,AA,N564AA,337,LGA,ORD,122,733,16,39
6076,10.0,25.0,0.0,82.0,75.0,71.0,69.0,29.63,29.65,29.65,1.22e-16,-1.0,1,0,0,2013,6,29,1817,-8,2052,-53,AS,N407AS,7,EWR,SEA,306,2402,18,17
6077,10.0,14.0,0.0,66.0,51.0,46.0,40.0,30.19,30.22,30.21,0.173648,0.984808,0,1,0,2013,4,23,1640,116,1944,129,B6,N658JB,393,LGA,MCO,129,950,16,40
6078,10.0,8.0,0.0,43.0,32.0,26.0,12.0,29.91,29.93,29.93,-0.866025,-0.5,0,1,0,2013,1,21,1623,-7,1816,9,EV,N14972,4702,EWR,GSO,85,445,16,23
6079,10.0,21.0,0.0,43.0,21.0,17.0,2.0,30.21,30.23,30.23,-0.939693,0.34202,1,0,0,2013,2,18,925,-4,1412,-14,B6,N804JB,215,EWR,SJU,201,1608,9,25
6080,10.0,13.0,0.0,68.0,46.0,42.0,36.0,29.93,29.95,29.95,-0.984808,0.173648,1,0,0,2013,12,30,1027,6,1345,20,B6,N665JB,1,JFK,FLL,163,1069,10,27
6081,7.0,11.0,0.0,82.0,42.0,40.0,37.0,30.1,30.12,30.12,0.939693,-0.34202,0,1,0,2013,1,29,1628,8,1855,-19,UA,N472UA,872,EWR,MCO,131,937,16,28
6082,10.0,11.0,0.0,43.0,32.0,26.0,12.0,30.21,30.23,30.23,-0.939693,-0.34202,1,0,0,2013,2,18,1955,-5,2051,-13,EV,N11544,4162,EWR,ALB,32,143,19,55
6083,10.0,11.0,0.0,65.0,39.0,35.0,28.0,29.74,29.76,29.76,-0.984808,0.173648,1,0,0,2013,12,15,1853,2,2140,-20,UA,N25705,1128,LGA,IAH,207,1416,18,53
6084,5.0,13.0,0.0,86.0,49.0,47.0,45.0,29.69,29.71,29.71,-0.766044,-0.642788,1,0,0,2013,4,1,905,-5,1218,-17,VX,N632VA,407,JFK,LAX,355,2475,9,5
6085,10.0,9.0,0.0,61.0,66.0,58.0,52.0,30.19,30.21,30.21,0.866025,0.5,0,1,0,2013,9,29,1032,6,1226,-14,EV,N12172,4495,EWR,SAV,92,708,10,32
6086,10.0,7.0,0.0,90.0,70.0,68.0,67.0,29.71,29.73,29.73,-0.642788,-0.766044,0,1,0,2013,9,12,2205,65,52,38,DL,N191DN,2363,JFK,LAX,326,2475,22,5
6087,10.0,16.0,0.0,58.0,33.0,29.0,20.0,29.87,29.89,29.89,-1.0,-1.84e-16,0,1,0,2013,3,23,624,-6,1009,-31,AA,N3GXAA,413,JFK,SJU,192,1598,6,24
6088,10.0,17.0,0.0,50.0,32.0,27.0,15.0,29.73,29.75,29.75,-0.766044,0.642788,1,0,0,2013,3,3,2131,-7,7,-22,B6,N566JB,383,LGA,FLL,138,1076,21,31
6089,10.0,10.0,0.0,48.0,87.0,72.0,65.0,29.85,29.87,29.87,-0.34202,0.939693,0,0,1,2013,8,27,1410,0,1616,-19,FL,N923AT,350,LGA,ATL,100,762,14,10
6090,10.0,14.0,0.0,43.0,38.0,31.0,17.0,29.68,29.7,29.7,-0.5,0.866025,0,1,0,2013,3,3,1351,-9,1603,-28,B6,N806JB,615,JFK,JAX,113,828,13,51
6091,8.0,11.0,0.0,82.0,78.0,74.0,72.0,29.81,29.83,29.83,0.34202,-0.939693,0,1,0,2013,9,1,1658,-7,1828,-19,EV,N712EV,5048,LGA,RIC,52,292,16,58
6092,7.0,7.0,0.0,86.0,40.0,38.0,36.0,29.91,29.93,29.93,-0.642788,0.766044,1,0,0,2013,12,3,819,-3,1153,12,UA,N37427,1626,EWR,SAN,362,2425,8,19
6093,10.0,11.0,0.0,38.0,29.0,23.0,6.0,30.1,30.12,30.12,-0.866025,-0.5,0,1,0,2013,2,2,1754,-6,1912,-26,EV,N612QX,4962,LGA,BUF,50,292,17,54
6094,10.0,14.0,0.0,30.0,60.0,46.0,28.0,29.7,29.72,29.72,-1.0,-1.84e-16,1,0,0,2013,11,18,1951,-5,2254,20,DL,N3742C,2454,JFK,DEN,235,1626,19,51
6095,9.0,14.0,0.0,46.0,34.0,28.0,15.0,29.68,29.7,29.7,-0.642788,0.766044,0,1,0,2013,3,21,1356,-3,1634,2,DL,N353NB,2043,JFK,ATL,110,760,13,56
6096,10.0,10.0,0.0,69.0,77.0,70.0,66.0,30.07,30.09,30.09,-0.173648,-0.984808,0,1,0,2013,8,20,1800,0,1954,-18,DL,N373NW,1321,EWR,MSP,131,1008,18,0
6097,10.0,7.0,0.0,56.0,48.0,42.0,33.0,30.11,30.13,30.13,-0.866025,-0.5,0,1,0,2013,12,1,1350,-9,1503,-31,EV,N16963,4171,EWR,MSN,119,799,13,50
6098,10.0,17.0,0.0,57.0,88.0,76.0,71.0,30.27,30.3,30.29,-0.642788,-0.766044,0,1,0,2013,7,14,1450,0,1645,11,9E,N8982A,4115,JFK,IAD,41,228,14,50
6099,10.0,9.0,0.0,34.0,70.0,55.0,40.0,30.16,30.19,30.18,0.766044,-0.642788,0,1,0,2013,10,15,1328,16,1631,7,B6,N583JB,1639,LGA,RSW,144,1080,13,28
6100,10.0,13.0,0.0,58.0,30.0,26.0,17.0,29.78,29.8,29.8,-0.984808,0.173648,1,0,0,2013,3,22,715,-10,952,-38,AS,N552AS,21,EWR,SEA,317,2402,7,15
6101,10.0,9.0,0.0,85.0,78.0,75.0,73.0,30.04,30.06,30.06,-0.866025,-0.5,0,1,0,2013,7,7,559,-1,743,-8,EV,N136EV,5068,EWR,DTW,80,488,5,59
6102,10.0,3.0,0.0,75.0,64.0,59.0,56.0,30.14,30.16,30.16,0.173648,0.984808,0,1,0,2013,8,16,654,-6,956,9,DL,N937DL,2285,LGA,MCO,135,950,6,54
6103,5.0,9.0,0.09,93.0,59.0,58.0,57.0,30.05,30.07,30.07,0.866025,0.5,1,0,0,2013,5,8,720,-5,939,-36,AS,N537AS,21,EWR,SEA,294,2402,7,20
6104,10.0,13.0,0.0,68.0,42.0,38.0,32.0,30.37,30.39,30.39,-0.766044,-0.642788,1,0,0,2013,1,8,1920,15,2243,8,UA,N76523,1127,EWR,SFO,361,2565,19,20
6105,10.0,11.0,0.0,65.0,84.0,75.0,71.0,29.57,29.59,29.59,-0.866025,-0.5,1,0,0,2013,7,23,1949,159,2158,146,UA,N474UA,350,EWR,PHX,282,2133,19,49
6106,3.0,15.0,0.17,97.0,61.0,60.0,60.0,29.69,29.71,29.71,0.34202,0.939693,0,1,0,2013,6,7,1804,-6,2102,-12,DL,N393DA,2370,LGA,PBI,149,1035,18,4
6107,10.0,18.0,0.0,75.0,63.0,58.0,55.0,29.93,29.96,29.95,0.173648,-0.984808,0,1,0,2013,5,10,1827,-2,2048,13,DL,N990DL,2131,LGA,DTW,95,502,18,27
6108,1.5,17.0,0.0,81.0,25.0,23.0,20.0,30.32,30.34,30.34,0.866025,0.5,0,1,0,2013,12,14,1656,-4,1846,14,UA,N842UA,708,EWR,ORD,114,719,16,56
6109,7.0,10.0,0.0,92.0,34.0,33.0,32.0,30.07,30.09,30.09,-0.766044,-0.642788,0,1,0,2013,1,28,1925,-5,2210,-33,DL,N908DE,1435,LGA,TPA,144,1010,19,25
6110,10.0,9.0,0.0,44.0,37.0,30.0,17.0,29.86,29.88,29.88,0.173648,0.984808,1,0,0,2013,3,16,853,3,1208,7,UA,N79402,1077,EWR,MIA,152,1085,8,53
6111,10.0,13.0,0.0,32.0,52.0,40.0,23.0,29.79,29.81,29.81,-0.984808,-0.173648,0,1,0,2013,3,13,1450,5,1731,-48,DL,N704X,963,JFK,LAX,310,2475,14,50
6112,10.0,11.0,0.0,70.0,62.0,57.0,52.0,30.2,30.22,30.22,-0.5,-0.866025,0,1,0,2013,9,18,2005,-8,2217,-25,EV,N34110,4333,EWR,TUL,162,1215,20,5
6113,10.0,6.0,0.0,65.0,62.0,56.0,50.0,30.24,30.26,30.26,0.642788,0.766044,1,0,0,2013,9,27,2114,-6,2343,-11,B6,N328JB,1677,JFK,JAX,111,828,21,14
6114,7.0,9.0,0.0,82.0,70.0,66.0,64.0,29.86,29.88,29.88,0.5,-0.866025,0,1,0,2013,5,22,1639,7,1951,-5,B6,N809JB,675,JFK,LAX,324,2475,16,39
6115,10.0,13.0,0.0,71.0,72.0,66.0,62.0,29.9,29.93,29.92,-0.984808,-0.173648,1,0,0,2013,8,3,1041,0,1200,3,EV,N16987,4510,EWR,MKE,118,725,10,41
6116,10.0,26.0,0.0,38.0,62.0,49.0,36.0,29.61,29.63,29.63,-1.0,-1.84e-16,0,1,0,2013,4,1,1540,0,1708,-1,EV,N11150,3815,EWR,BNA,126,748,15,40
6117,10.0,17.0,0.0,71.0,80.0,73.0,70.0,29.97,29.99,29.99,-0.34202,-0.939693,0,1,0,2013,7,8,1811,111,2140,137,B6,N775JB,1117,LGA,TPA,132,1010,18,11
6118,10.0,18.0,0.0,21.0,42.0,31.0,5.0,29.84,29.86,29.86,-0.866025,0.5,0,1,0,2013,3,14,1642,-3,1755,-5,EV,N14952,4216,EWR,BUF,55,282,16,42
6119,10.0,16.0,0.0,36.0,69.0,55.0,41.0,29.85,29.87,29.87,-0.984808,-0.173648,0,1,0,2013,10,18,1453,-2,1636,-4,MQ,N857MQ,3359,JFK,RDU,79,427,14,53
6120,10.0,6.0,0.0,75.0,60.0,56.0,52.0,30.29,30.31,30.31,0.766044,-0.642788,0,1,0,2013,5,18,1406,7,1702,-12,AA,N5BYAA,677,JFK,MIA,153,1089,14,6
6121,10.0,9.0,0.0,52.0,50.0,43.0,33.0,30.55,30.57,30.57,0.939693,-0.34202,0,1,0,2013,11,21,1253,-7,1414,-14,UA,N34137,1734,EWR,ORD,117,719,12,53
6122,10.0,20.0,0.0,33.0,50.0,39.0,22.0,30.04,30.06,30.06,-0.766044,0.642788,0,1,0,2013,11,8,1507,2,1802,-8,AA,N3BUAA,1155,LGA,DFW,203,1389,15,7
6123,10.0,13.0,0.0,32.0,52.0,40.0,23.0,29.79,29.81,29.81,-0.984808,-0.173648,0,1,0,2013,3,13,1452,-3,1622,-23,AA,N424AA,337,LGA,ORD,108,733,14,52
6124,10.0,11.0,0.0,67.0,55.0,50.0,44.0,30.31,30.33,30.33,-0.173648,-0.984808,1,0,0,2013,4,28,941,-4,1108,-16,B6,N298JB,885,JFK,RDU,68,427,9,41
6125,10.0,6.0,0.0,66.0,50.0,45.0,39.0,30.06,30.08,30.08,-0.766044,0.642788,1,0,0,2013,4,24,737,-8,904,1,EV,N16147,4243,EWR,BNA,124,748,7,37
6126,10.0,14.0,0.0,78.0,64.0,60.0,57.0,29.71,29.73,29.73,-0.766044,0.642788,1,0,0,2013,9,22,732,-3,1017,-14,DL,N713TW,183,JFK,SEA,317,2422,7,32
6127,10.0,18.0,0.0,64.0,75.0,67.0,62.0,30.01,30.03,30.03,1.22e-16,-1.0,0,1,0,2013,5,31,1709,134,1907,138,EV,N21537,4326,EWR,CLT,77,529,17,9
6128,0.5,17.0,0.0,97.0,49.0,48.0,48.0,29.89,29.91,29.91,1.22e-16,-1.0,0,1,0,2013,4,24,2011,41,2309,34,UA,N33292,1574,EWR,FLL,148,1065,20,11
6129,10.0,17.0,0.0,37.0,37.0,29.0,13.0,30.13,30.15,30.15,-0.5,0.866025,1,0,0,2013,3,17,1425,-5,1730,-5,AA,N438AA,883,EWR,DFW,218,1372,14,25
6130,10.0,16.0,0.0,48.0,83.0,69.0,61.0,29.88,29.9,29.9,-0.766044,-0.642788,0,1,0,2013,8,2,1353,-6,1553,-10,B6,N334JB,1373,JFK,CHS,91,636,13,53
6131,10.0,13.0,0.0,61.0,33.0,29.0,21.0,30.07,30.09,30.09,-0.984808,-0.173648,1,0,0,2013,1,4,724,-6,1015,-25,AA,N4YJAA,2083,EWR,DFW,202,1372,7,24
6132,10.0,16.0,0.0,44.0,57.0,47.0,35.0,30.16,30.18,30.18,1.22e-16,-1.0,0,1,0,2013,4,25,1708,8,2025,52,DL,N671DN,1499,LGA,ATL,119,762,17,8
6133,10.0,21.0,0.0,81.0,63.0,60.0,57.0,29.95,29.97,29.97,-0.173648,-0.984808,0,1,0,2013,10,31,1758,35,2008,22,UA,N78438,1635,EWR,PHX,285,2133,17,58
6134,10.0,6.0,0.0,29.0,28.0,21.0,0.0,30.45,30.47,30.47,-0.642788,0.766044,1,0,0,2013,1,18,1721,21,2001,11,AA,N621AA,575,JFK,EGE,253,1747,17,21
6135,10.0,10.0,0.0,46.0,62.0,52.0,41.0,30.41,30.43,30.43,1.22e-16,-1.0,0,1,0,2013,5,2,1448,-4,1656,-13,B6,N178JB,119,JFK,MSY,159,1182,14,48
6136,10.0,9.0,0.0,50.0,64.0,54.0,45.0,30.34,30.36,30.36,0.642788,0.766044,0,1,0,2013,10,9,1354,-5,1501,-22,B6,N183JB,2402,JFK,BUF,52,301,13,54
6137,10.0,10.0,0.0,66.0,69.0,62.0,57.0,30.13,30.15,30.15,0.939693,-0.34202,1,0,0,2013,5,7,1238,-7,1337,-13,AA,N3HMAA,1850,JFK,BOS,32,187,12,38
6138,10.0,10.0,0.0,57.0,50.0,43.0,35.0,30.48,30.5,30.5,0.642788,-0.766044,0,1,0,2013,11,21,1526,-4,1712,-8,UA,N801UA,381,LGA,CLE,69,419,15,26
6139,10.0,5.0,0.0,49.0,45.0,38.0,27.0,30.58,30.6,30.6,0.5,-0.866025,1,0,0,2013,4,21,1942,-6,2052,-9,EV,N13964,4312,EWR,DCA,42,199,19,42
6140,10.0,13.0,0.0,55.0,42.0,36.0,27.0,30.25,30.27,30.27,-0.766044,0.642788,1,0,0,2013,1,7,902,7,1115,11,9E,N604LR,3353,JFK,DTW,93,509,9,2
6141,10.0,9.0,0.0,41.0,69.0,56.0,44.0,30.19,30.22,30.21,0.939693,-0.34202,1,0,0,2013,6,5,1022,-8,1155,-15,AA,N537AA,321,LGA,ORD,112,733,10,22
6142,10.0,14.0,0.0,54.0,76.0,65.0,58.0,29.95,29.97,29.97,-0.939693,-0.34202,0,1,0,2013,9,4,2049,-11,2137,-34,US,N967UW,2164,LGA,BOS,37,184,20,49
6143,10.0,24.0,0.0,45.0,32.0,26.0,13.0,29.76,29.78,29.78,-0.984808,0.173648,1,0,0,2013,2,20,553,-7,845,-25,UA,N78511,1744,EWR,MIA,158,1085,5,53
6144,10.0,10.0,0.0,64.0,74.0,66.0,61.0,29.82,29.85,29.84,-0.173648,-0.984808,0,1,0,2013,6,16,1356,-3,1653,18,UA,N524UA,244,EWR,LAX,330,2454,13,56
6145,10.0,8.0,0.0,50.0,63.0,53.0,44.0,30.19,30.21,30.21,0.642788,0.766044,1,0,0,2013,6,5,750,-9,1005,-15,EV,N759EV,4991,LGA,MCI,149,1107,7,50
6146,10.0,13.0,0.0,84.0,62.0,59.0,57.0,30.12,30.14,30.14,0.5,-0.866025,0,1,0,2013,10,31,926,57,1116,48,B6,N206JB,219,JFK,CLT,80,541,9,26
6147,10.0,16.0,0.0,70.0,58.0,53.0,48.0,29.78,29.8,29.8,-0.642788,0.766044,1,0,0,2013,5,24,1234,49,1422,42,MQ,N528MQ,4646,LGA,MSP,136,1020,12,34
