,Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,month,day,dep_time,dep_delay,arr_time,arr_delay,flight,origin,air_time,distance,hour,minute
1682,1682,10.0,5.0,0.0,52.0,88.0,74.0,68.0,30.17,30.19,30.19,-2.45e-16,1.0,1,0,0,7,17,824,0,949,0,3521,2,108,740,8,24
1683,1683,10.0,16.0,0.0,54.0,74.0,63.0,56.0,30.11,30.13,30.13,0.173648,-0.984808,0,1,0,6,9,1636,1,1839,0,1621,2,217,1626,16,36
1684,1684,10.0,11.0,0.0,45.0,78.0,64.0,55.0,30.1,30.12,30.12,-0.173648,-0.984808,1,0,0,8,6,1117,1,1241,1,4711,2,129,872,11,17
1685,1685,10.0,15.0,0.0,51.0,40.0,34.0,23.0,30.23,30.25,30.25,-0.173648,0.984808,1,0,0,3,9,916,1,1207,0,407,2,329,2475,9,16
1686,1686,0.5,7.0,0.0,100.0,44.0,44.0,44.0,30.15,30.17,30.17,1.22e-16,-1.0,1,0,0,1,13,1155,0,1344,0,4689,2,93,628,11,55
1687,1687,0.5,9.0,0.0,96.0,57.0,56.0,56.0,29.94,29.96,29.96,0.984808,-0.173648,0,1,0,5,9,756,0,959,0,715,2,157,1183,7,56
1688,1688,10.0,14.0,0.0,62.0,36.0,32.0,24.0,30.21,30.23,30.23,-1.0,-1.84e-16,1,0,0,12,26,1756,0,1940,0,691,2,122,733,17,56
1689,1689,8.0,8.0,0.0,74.0,84.0,78.0,75.0,29.83,29.86,29.85,-0.5,-0.866025,0,1,0,7,19,2147,0,19,0,185,2,302,2475,21,47
1690,1690,10.0,16.0,0.0,83.0,57.0,54.0,52.0,30.19,30.21,30.21,1.22e-16,-1.0,0,1,0,11,6,1939,1,2231,0,1225,2,135,1023,19,39
1691,1691,10.0,6.0,0.0,43.0,41.0,33.0,20.0,30.64,30.66,30.66,0.939693,0.34202,1,0,0,11,4,1907,0,2142,0,21,2,313,2475,19,7
1692,1692,10.0,7.0,0.0,69.0,59.0,54.0,49.0,30.19,30.21,30.21,-0.642788,-0.766044,0,1,0,10,30,1541,0,1702,0,256,2,41,187,15,41
1693,1693,10.0,9.0,0.0,47.0,81.0,67.0,59.0,29.89,29.91,29.91,-0.984808,0.173648,1,0,0,8,2,1005,1,1121,0,5736,2,47,229,10,5
1694,1694,10.0,9.0,0.0,49.0,27.0,22.0,10.0,29.97,29.99,29.99,-0.984808,-0.173648,1,0,0,2,4,2100,0,2206,0,530,2,112,725,21,0
1695,1695,10.0,14.0,0.0,76.0,74.0,69.0,66.0,30.07,30.09,30.09,0.34202,-0.939693,0,1,0,8,7,1814,1,2021,1,509,2,214,1620,18,14
1696,1696,8.0,10.0,0.0,89.0,40.0,39.0,37.0,30.24,30.26,30.26,0.939693,-0.34202,0,1,0,3,11,740,0,917,0,309,2,118,733,7,40
1697,1697,3.0,8.0,0.0,96.0,62.0,61.0,61.0,29.89,29.91,29.91,1.22e-16,-1.0,0,1,0,5,23,626,0,815,0,1433,2,80,544,6,26
1698,1698,10.0,7.0,0.0,29.0,35.0,27.0,6.0,30.45,30.47,30.47,-0.766044,0.642788,0,1,0,1,27,1632,1,1857,1,1619,2,161,1020,16,32
1699,1699,10.0,15.0,0.0,42.0,35.0,28.0,14.0,29.93,29.95,29.95,-0.766044,0.642788,1,0,0,1,1,1906,0,2211,0,2391,2,159,1005,19,6
1700,1700,10.0,16.0,0.0,26.0,77.0,57.0,40.0,29.9,29.92,29.92,-0.5,0.866025,1,0,0,9,8,1847,1,2106,1,3540,2,146,1029,18,47
1701,1701,10.0,14.0,0.0,82.0,76.0,72.0,70.0,29.94,29.96,29.96,0.5,-0.866025,0,1,0,7,28,1720,0,2023,1,3365,2,58,213,17,20
1702,1702,10.0,7.0,0.0,46.0,60.0,50.0,39.0,30.34,30.36,30.36,0.5,-0.866025,0,1,0,9,17,1830,0,2112,0,3325,2,177,1391,18,30
1703,1703,10.0,10.0,0.0,50.0,37.0,31.0,20.0,30.25,30.27,30.27,-1.0,-1.84e-16,1,0,0,1,5,1054,0,1226,0,4131,2,67,416,10,54
1704,1704,10.0,18.0,0.0,49.0,28.0,23.0,11.0,30.2,30.22,30.22,-0.642788,0.766044,1,0,0,2,21,2052,1,2228,1,4423,2,69,427,20,52
1705,1705,7.0,13.0,0.0,86.0,40.0,38.0,36.0,30.14,30.16,30.16,0.984808,-0.173648,0,1,0,2,23,817,1,1134,1,1429,2,333,2248,8,17
1706,1706,10.0,10.0,0.0,54.0,30.0,25.0,15.0,29.79,29.81,29.81,-0.939693,0.34202,0,1,0,2,3,1854,0,2111,0,947,2,109,762,18,54
1707,1707,10.0,21.0,0.0,42.0,33.0,27.0,12.0,30.22,30.24,30.24,-0.866025,0.5,1,0,0,11,28,1048,1,1551,1,3,2,224,1598,10,48
1708,1708,10.0,7.0,0.0,89.0,53.0,51.0,50.0,30.13,30.15,30.15,0.939693,0.34202,0,1,0,10,15,2245,0,14,1,2002,2,53,301,22,45
1709,1709,10.0,25.0,0.0,79.0,74.0,69.0,67.0,29.81,29.83,29.83,0.173648,-0.984808,0,1,0,10,7,1307,1,1458,1,3937,2,122,748,13,7
1710,1710,10.0,11.0,0.0,60.0,41.0,36.0,28.0,29.98,30.0,30.0,-0.642788,-0.766044,0,1,0,1,6,1722,0,1946,0,511,2,235,1620,17,22
1711,1711,10.0,17.0,0.0,44.0,34.0,28.0,14.0,30.27,30.29,30.29,-0.34202,0.939693,1,0,0,11,12,2104,0,6,0,1682,2,158,1065,21,4
1712,1712,10.0,5.0,0.0,55.0,39.0,33.0,24.0,29.72,29.74,29.74,0.642788,-0.766044,0,1,0,3,24,1820,0,1951,0,353,2,117,733,18,20
1713,1713,10.0,9.0,0.0,79.0,78.0,73.0,71.0,30.04,30.06,30.06,0.642788,-0.766044,0,1,0,8,8,1106,1,1410,1,2445,2,129,950,11,6
1714,1714,10.0,7.0,0.0,81.0,68.0,64.0,62.0,30.17,30.19,30.19,-0.5,-0.866025,0,1,0,6,23,643,0,834,0,675,2,150,1182,6,43
1715,1715,10.0,14.0,0.0,48.0,45.0,37.0,26.0,30.03,30.06,30.05,-0.939693,0.34202,1,0,0,11,8,958,0,1237,0,1110,2,315,2227,9,58
1716,1716,10.0,14.0,0.0,45.0,68.0,56.0,46.0,29.76,29.78,29.78,-0.766044,-0.642788,0,1,0,10,22,1307,0,1521,0,5283,2,107,585,13,7
1717,1717,10.0,15.0,0.0,58.0,80.0,70.0,64.0,30.06,30.08,30.08,-0.34202,-0.939693,0,1,0,8,20,1627,1,1853,0,843,2,114,760,16,27
1718,1718,10.0,13.0,0.0,23.0,54.0,40.0,17.0,30.22,30.24,30.24,-0.34202,0.939693,0,1,0,3,9,1613,1,1730,0,3437,2,118,745,16,13
1719,1719,10.0,6.0,0.0,51.0,81.0,68.0,61.0,29.9,29.92,29.92,0.766044,0.642788,1,0,0,7,21,853,0,1135,0,120,2,315,2475,8,53
1720,1720,10.0,8.0,0.0,54.0,61.0,52.0,44.0,30.22,30.24,30.24,0.766044,0.642788,1,0,0,9,9,740,0,903,0,1030,2,102,719,7,40
1721,1721,8.0,9.0,0.0,94.0,75.0,74.0,73.0,29.84,29.86,29.86,-0.34202,-0.939693,1,0,0,8,9,2116,1,20,1,1271,2,156,1076,21,16
1722,1722,10.0,17.0,0.0,45.0,63.0,52.0,41.0,30.23,30.25,30.25,-0.173648,0.984808,1,0,0,10,8,1010,0,1201,0,2067,2,87,541,10,10
1723,1723,10.0,7.0,0.0,50.0,52.0,44.0,34.0,30.21,30.24,30.23,-0.173648,-0.984808,1,0,0,11,15,1210,0,1423,0,332,2,238,1605,12,10
1724,1724,10.0,11.0,0.0,56.0,60.0,52.0,44.0,30.09,30.11,30.11,-0.766044,0.642788,1,0,0,9,14,2046,1,2313,0,1615,2,187,1504,20,46
1725,1725,10.0,10.0,0.0,44.0,72.0,59.0,49.0,30.05,30.07,30.07,-0.34202,-0.939693,1,0,0,6,19,1737,1,1925,1,2223,2,124,888,17,37
1726,1726,10.0,3.0,0.0,73.0,66.0,61.0,57.0,29.98,30.0,30.0,0.642788,-0.766044,0,1,0,10,16,1300,1,1507,1,3616,2,144,1020,13,0
1727,1727,10.0,10.0,0.0,62.0,41.0,36.0,29.0,29.99,30.01,30.01,-0.866025,-0.5,0,1,0,1,6,1850,0,2144,0,2159,2,145,944,18,50
1728,1728,10.0,8.0,0.0,82.0,70.0,66.0,64.0,29.87,29.89,29.89,0.866025,-0.5,0,1,0,8,1,1629,1,1919,1,566,2,133,937,16,29
1729,1729,10.0,14.0,0.0,69.0,55.0,50.0,45.0,29.86,29.88,29.88,0.766044,-0.642788,0,1,0,4,10,1756,0,2220,1,173,2,383,2569,17,56
1730,1730,10.0,11.0,0.0,19.0,83.0,58.0,36.0,29.91,29.93,29.93,-0.984808,0.173648,0,1,0,4,9,1525,0,1728,0,4579,2,80,544,15,25
1731,1731,10.0,6.0,0.0,46.0,50.0,42.0,30.0,30.37,30.39,30.39,0.766044,0.642788,1,0,0,10,29,1916,1,2141,1,926,2,103,746,19,16
1732,1732,10.0,18.0,0.0,37.0,25.0,19.0,2.0,30.36,30.38,30.38,-0.939693,0.34202,1,0,0,11,24,2351,0,438,0,1503,2,196,1598,23,51
1733,1733,10.0,6.0,0.0,29.0,28.0,21.0,0.0,30.45,30.47,30.47,-0.642788,0.766044,1,0,0,1,18,1753,0,1934,1,2138,2,38,184,17,53
1734,1734,10.0,10.0,0.0,78.0,64.0,60.0,57.0,30.05,30.08,30.07,-0.866025,0.5,1,0,0,9,16,833,1,1108,1,578,2,295,2227,8,33
1735,1735,10.0,5.0,0.0,89.0,44.0,43.0,41.0,29.99,30.01,30.01,1.22e-16,-1.0,1,0,0,12,20,2317,1,112,1,4106,2,95,594,23,17
1736,1736,0.25,26.0,0.0,93.0,57.0,56.0,55.0,29.71,29.73,29.73,1.22e-16,-1.0,0,1,0,4,19,1809,1,2003,1,197,2,138,888,18,9
1737,1737,10.0,11.0,0.0,60.0,41.0,36.0,28.0,29.98,30.0,30.0,-0.642788,-0.766044,0,1,0,1,6,1732,1,2020,1,623,2,140,762,17,32
1738,1738,10.0,8.0,0.0,52.0,61.0,52.0,43.0,30.17,30.19,30.19,0.5,0.866025,1,0,0,6,5,620,0,800,0,526,2,135,888,6,20
1739,1739,0.5,8.0,0.0,97.0,56.0,55.0,55.0,29.88,29.9,29.9,0.642788,-0.766044,0,1,0,11,17,2246,1,21,1,2908,2,58,301,22,46
1740,1740,10.0,3.0,0.0,71.0,78.0,71.0,68.0,30.01,30.04,30.03,-0.5,0.866025,1,0,0,7,29,906,1,1111,1,3538,2,156,1029,9,6
1741,1741,9.0,16.0,0.0,69.0,75.0,68.0,64.0,29.88,29.9,29.9,1.22e-16,-1.0,0,1,0,5,21,1517,1,1911,1,705,2,200,1598,15,17
1742,1742,10.0,15.0,0.0,41.0,30.0,24.0,9.0,29.85,29.87,29.87,-1.0,-1.84e-16,1,0,0,2,1,957,0,1212,0,4250,2,106,645,9,57
1743,1743,10.0,13.0,0.0,32.0,48.0,37.0,19.0,30.57,30.59,30.59,-2.45e-16,1.0,1,0,0,4,21,1127,0,1335,0,2219,2,152,1020,11,27
1744,1744,10.0,17.0,0.0,48.0,36.0,30.0,18.0,30.07,30.09,30.09,-0.34202,0.939693,1,0,0,12,30,1610,1,1917,1,1785,2,154,950,16,10
1745,1745,10.0,9.0,0.0,72.0,30.0,27.0,22.0,30.17,30.19,30.19,-0.642788,-0.766044,1,0,0,12,19,620,1,857,0,1143,2,138,1023,6,20
1746,1746,10.0,21.0,0.0,33.0,45.0,35.0,17.0,29.79,29.81,29.81,-0.939693,-0.34202,0,1,0,3,20,1547,1,1727,1,4135,2,39,184,15,47
1747,1747,10.0,16.0,0.0,74.0,74.0,68.0,65.0,29.85,29.88,29.87,-0.766044,-0.642788,1,0,0,8,3,1951,1,2206,0,2041,2,101,760,19,51
1748,1748,10.0,14.0,0.0,36.0,31.0,24.0,7.0,30.06,30.08,30.08,-0.939693,0.34202,0,1,0,12,16,1445,0,1649,0,1995,2,90,544,14,45
1749,1749,10.0,18.0,0.0,30.0,48.0,37.0,18.0,30.2,30.22,30.22,-0.866025,-0.5,0,1,0,11,14,1258,0,1405,0,3848,2,40,212,12,58
1750,1750,2.0,10.0,0.01,78.0,25.0,23.0,19.0,30.17,30.19,30.19,0.939693,0.34202,0,0,1,12,17,853,0,1059,1,586,2,55,264,8,53
1751,1751,0.25,3.0,0.0,100.0,57.0,57.0,57.0,30.19,30.21,30.21,0.984808,-0.173648,0,1,0,5,19,2232,1,20,1,4584,2,74,544,22,32
1752,1752,10.0,10.0,0.0,78.0,68.0,64.0,61.0,29.81,29.83,29.83,1.22e-16,-1.0,0,1,0,10,17,1510,1,1751,0,573,2,144,997,15,10
1753,1753,10.0,15.0,0.0,29.0,54.0,41.0,23.0,29.87,29.89,29.89,-0.984808,0.173648,0,1,0,10,24,1548,1,1704,1,1714,2,37,96,15,48
1754,1754,10.0,14.0,0.0,25.0,34.0,25.0,2.0,30.18,30.2,30.2,-0.866025,0.5,0,1,0,2,18,1442,0,1626,0,1445,2,83,544,14,42
1755,1755,9.0,8.0,0.0,93.0,46.0,45.0,44.0,30.08,30.1,30.1,0.5,-0.866025,0,1,0,1,13,1528,0,1843,0,85,2,351,2586,15,28
1756,1756,10.0,0.0,0.0,62.0,55.0,49.0,42.0,29.96,29.98,29.98,0.0,1.0,1,0,0,10,19,626,0,931,1,1205,2,153,1085,6,26
1757,1757,10.0,9.0,0.0,68.0,40.0,36.0,30.0,29.67,29.69,29.69,-0.766044,0.642788,1,0,0,3,1,852,1,1027,1,4409,2,65,277,8,52
1758,1758,10.0,17.0,0.0,31.0,53.0,41.0,23.0,30.19,30.22,30.21,-0.984808,0.173648,1,0,0,4,20,2134,0,2233,0,1066,2,40,200,21,34
1759,1759,10.0,16.0,0.0,64.0,59.0,53.0,47.0,30.26,30.28,30.28,-0.173648,-0.984808,0,1,0,11,6,1528,0,1710,1,4580,2,126,725,15,28
1760,1760,10.0,5.0,0.0,58.0,63.0,55.0,48.0,29.93,29.95,29.95,0.642788,0.766044,1,0,0,4,10,953,0,1218,0,1847,2,112,762,9,53
1761,1761,10.0,9.0,0.0,60.0,64.0,56.0,50.0,30.21,30.23,30.23,0.34202,0.939693,1,0,0,8,24,654,0,920,0,2285,2,128,950,6,54
1762,1762,10.0,11.0,0.0,60.0,74.0,65.0,59.0,30.16,30.18,30.18,-0.34202,-0.939693,1,0,0,6,9,1054,0,1233,0,5596,2,136,963,10,54
1763,1763,10.0,11.0,0.0,50.0,74.0,62.0,54.0,30.3,30.32,30.32,-0.5,-0.866025,0,1,0,6,21,1147,0,1259,0,4974,2,43,258,11,47
1764,1764,10.0,22.0,0.0,51.0,55.0,47.0,37.0,30.0,30.03,30.02,-0.939693,0.34202,1,0,0,5,26,826,0,1132,0,1159,2,335,2475,8,26
1765,1765,10.0,8.0,0.0,53.0,81.0,69.0,62.0,29.98,30.01,30.0,0.866025,0.5,1,0,0,8,29,1418,1,1527,1,118,2,43,187,14,18
1766,1766,10.0,22.0,0.0,33.0,30.0,23.0,4.0,30.0,30.02,30.02,-0.866025,0.5,1,0,0,2,1,1738,1,2047,1,15,2,170,1069,17,38
1767,1767,2.0,13.0,0.0,90.0,68.0,66.0,65.0,30.06,30.08,30.08,0.984808,-0.173648,0,1,0,10,6,1454,0,1639,0,802,2,77,529,14,54
1768,1768,10.0,9.0,0.0,46.0,23.0,18.0,5.0,30.52,30.54,30.54,-0.5,0.866025,1,0,0,12,25,1028,0,1244,0,1612,2,119,746,10,28
1769,1769,10.0,10.0,0.0,60.0,60.0,53.0,46.0,30.16,30.18,30.18,0.766044,-0.642788,0,1,0,5,6,1701,1,1805,0,345,2,107,733,17,1
1770,1770,10.0,16.0,0.0,46.0,61.0,51.0,40.0,29.94,29.96,29.96,-1.0,-1.84e-16,1,0,0,10,18,2059,0,28,1,427,2,340,2475,20,59
1771,1771,10.0,16.0,0.0,47.0,42.0,35.0,23.0,30.44,30.46,30.46,-0.766044,0.642788,1,0,0,1,10,857,1,1040,1,4521,2,73,431,8,57
1772,1772,10.0,0.0,0.0,51.0,26.0,22.0,10.0,30.15,30.17,30.17,0.0,1.0,0,1,0,12,31,1034,0,1214,1,4510,2,130,725,10,34
1773,1773,10.0,0.0,0.0,80.0,51.0,48.0,45.0,30.32,30.35,30.34,0.0,1.0,1,0,0,11,16,1030,0,1225,1,325,2,128,733,10,30
1774,1774,10.0,21.0,0.0,48.0,51.0,43.0,32.0,30.6,30.62,30.62,0.984808,-0.173648,1,0,0,4,22,1212,1,1331,1,3815,2,56,284,12,12
1775,1775,10.0,24.0,0.0,52.0,53.0,45.0,36.0,29.97,29.99,29.99,-0.766044,0.642788,1,0,0,5,25,1957,0,2303,0,1505,2,248,1826,19,57
1776,1776,10.0,22.0,0.0,84.0,63.0,60.0,58.0,29.97,29.99,29.99,-0.173648,-0.984808,0,1,0,10,31,1656,0,1926,0,1499,2,113,762,16,56
1777,1777,8.0,8.0,0.0,74.0,84.0,78.0,75.0,29.83,29.86,29.85,-0.5,-0.866025,0,1,0,7,19,2114,1,8,1,499,2,122,950,21,14
1778,1778,10.0,3.0,0.0,61.0,32.0,28.0,20.0,29.87,29.88,29.89,-0.939693,0.34202,0,1,0,1,21,1915,0,2215,0,1485,2,156,950,19,15
1779,1779,10.0,18.0,0.0,61.0,71.0,63.0,57.0,29.71,29.73,29.73,-0.939693,0.34202,1,0,0,6,11,2352,0,337,0,701,2,208,1598,23,52
1780,1780,10.0,15.0,0.0,65.0,66.0,59.0,54.0,29.94,29.96,29.96,0.34202,0.939693,1,0,0,7,25,626,0,733,0,2802,2,53,301,6,26
1781,1781,10.0,8.0,0.0,64.0,59.0,53.0,47.0,30.3,30.32,30.32,0.939693,0.34202,0,1,0,10,9,2035,1,2326,1,1271,2,144,1076,20,35
1782,1782,10.0,15.0,0.0,74.0,78.0,72.0,69.0,30.06,30.08,30.08,-0.173648,-0.984808,0,1,0,9,10,1638,0,1748,0,3216,2,46,290,16,38
1783,1783,10.0,9.0,0.0,55.0,82.0,70.0,64.0,29.86,29.88,29.88,0.34202,0.939693,1,0,0,8,27,1911,0,2030,0,4131,2,51,277,19,11
1784,1784,9.0,15.0,0.0,87.0,73.0,70.0,69.0,30.02,30.04,30.04,-0.173648,-0.984808,1,0,0,7,1,1905,1,2104,1,691,2,110,733,19,5
1785,1785,10.0,13.0,0.0,86.0,46.0,44.0,42.0,30.12,30.14,30.14,0.642788,-0.766044,0,1,0,3,11,1843,1,2106,0,1729,2,293,2227,18,43
1786,1786,6.0,15.0,0.01,93.0,55.0,54.0,53.0,29.4,29.43,29.42,-0.766044,-0.642788,0,1,0,11,27,920,1,1138,1,4087,2,109,645,9,20
1787,1787,10.0,7.0,0.0,57.0,74.0,64.0,58.0,30.13,30.15,30.15,0.984808,-0.173648,0,1,0,8,18,1606,1,1852,0,1394,2,313,2454,16,6
1788,1788,10.0,11.0,0.0,63.0,22.0,19.0,11.0,30.47,30.48,30.49,-0.866025,0.5,1,0,0,1,27,834,1,1158,1,112,2,356,2475,8,34
1789,1789,6.0,9.0,0.0,93.0,45.0,44.0,43.0,30.07,30.09,30.09,0.642788,-0.766044,0,1,0,1,13,1435,1,1602,0,1297,2,130,719,14,35
1790,1790,10.0,14.0,0.0,55.0,54.0,47.0,38.0,30.3,30.32,30.32,1.22e-16,-1.0,0,1,0,4,27,1822,0,1938,0,4277,2,51,290,18,22
1791,1791,2.5,13.0,0.06,97.0,43.0,43.0,42.0,29.95,29.97,29.97,1.0,6.12e-17,0,1,0,2,23,1533,0,1914,1,1411,2,163,1069,15,33
1792,1792,10.0,9.0,0.0,76.0,73.0,68.0,65.0,30.0,30.02,30.02,0.642788,0.766044,1,0,0,8,29,944,1,1105,0,102,2,103,725,9,44
1793,1793,10.0,17.0,0.0,72.0,55.0,50.0,46.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,4,24,1444,1,1641,1,4975,2,160,1008,14,44
1794,1794,10.0,8.0,0.0,71.0,45.0,41.0,36.0,30.15,30.17,30.17,-0.173648,-0.984808,0,1,0,1,9,1601,1,1928,0,161,2,162,1089,16,1
1795,1795,10.0,8.0,0.0,78.0,65.0,61.0,58.0,30.13,30.15,30.15,0.642788,-0.766044,0,0,1,6,6,850,0,1153,0,398,2,312,2454,8,50
1796,1796,10.0,6.0,0.0,90.0,45.0,44.0,42.0,30.02,30.04,30.04,-0.642788,-0.766044,1,0,0,4,8,626,0,858,0,707,2,134,937,6,26
1797,1797,10.0,8.0,0.0,46.0,38.0,31.0,19.0,29.84,29.86,29.86,0.642788,0.766044,1,0,0,3,16,1052,0,1329,0,1183,2,135,944,10,52
1798,1798,10.0,16.0,0.0,54.0,74.0,63.0,56.0,30.11,30.13,30.13,0.173648,-0.984808,0,1,0,6,9,1655,0,1756,0,2183,2,43,214,16,55
1799,1799,10.0,17.0,0.0,34.0,39.0,31.0,13.0,30.53,30.55,30.55,-2.45e-16,1.0,1,0,0,11,20,1038,1,1227,1,1745,2,84,529,10,38
1800,1800,10.0,17.0,0.0,46.0,38.0,31.0,19.0,30.07,30.09,30.09,-0.984808,0.173648,1,0,0,12,18,1626,1,2016,1,2595,2,373,2454,16,26
1801,1801,10.0,10.0,0.0,64.0,35.0,31.0,24.0,30.15,30.17,30.17,-2.45e-16,1.0,0,1,0,12,24,911,1,1232,0,1085,2,169,1089,9,11
1802,1802,10.0,16.0,0.0,50.0,72.0,61.0,52.0,30.14,30.16,30.16,0.34202,0.939693,1,0,0,10,12,1230,1,1358,1,5951,2,65,404,12,30
1803,1803,10.0,13.0,0.0,45.0,39.0,32.0,19.0,30.29,30.31,30.31,-1.0,-1.84e-16,0,1,0,12,27,1831,1,1954,1,4257,2,114,711,18,31
1804,1804,10.0,6.0,0.0,42.0,45.0,37.0,23.0,29.97,29.99,29.99,-0.866025,0.5,0,1,0,3,5,1316,0,1602,0,505,2,151,1065,13,16
1805,1805,3.0,11.0,0.02,82.0,33.0,31.0,28.0,30.21,30.23,30.23,0.939693,0.34202,0,1,0,3,18,1722,0,2103,1,543,2,158,1089,17,22
1806,1806,8.0,8.0,0.01,87.0,78.0,75.0,74.0,29.82,29.85,29.84,-0.766044,-0.642788,1,0,0,8,9,1910,1,2123,1,4131,2,59,277,19,10
1807,1807,10.0,7.0,0.0,65.0,61.0,55.0,49.0,30.25,30.27,30.27,0.766044,-0.642788,0,1,0,10,14,1614,1,1919,1,85,2,339,2586,16,14
1808,1808,10.0,22.0,0.0,38.0,54.0,43.0,29.0,29.96,29.99,29.98,-0.984808,-0.173648,1,0,0,4,20,1329,0,1642,1,505,2,170,1065,13,29
1809,1809,10.0,14.0,0.0,37.0,46.0,37.0,21.0,30.31,30.33,30.33,-0.939693,0.34202,1,0,0,1,7,1349,1,1702,0,1078,2,297,2133,13,49
1810,1810,10.0,13.0,0.0,53.0,57.0,49.0,40.0,30.42,30.44,30.44,0.34202,-0.939693,1,0,0,5,3,1227,0,1458,0,1375,2,252,1990,12,27
1811,1811,10.0,8.0,0.0,47.0,69.0,58.0,48.0,30.16,30.18,30.18,-0.866025,-0.5,0,1,0,9,19,1011,0,1110,0,4187,2,99,748,10,11
1812,1812,10.0,7.0,0.0,87.0,57.0,55.0,53.0,29.7,29.72,29.72,1.22e-16,-1.0,0,1,0,5,15,2153,0,2329,0,1109,2,69,427,21,53
1813,1813,10.0,10.0,0.0,21.0,64.0,47.0,23.0,30.39,30.41,30.41,0.173648,0.984808,0,1,0,4,27,1119,0,1356,0,1,2,141,1069,11,19
1814,1814,10.0,14.0,0.0,26.0,59.0,44.0,24.0,30.07,30.09,30.09,-0.984808,0.173648,0,1,0,5,14,1317,1,1509,1,368,2,155,1167,13,17
1815,1815,10.0,9.0,0.0,25.0,59.0,44.0,23.0,30.06,30.08,30.08,-1.0,-1.84e-16,0,1,0,5,14,1452,1,1721,0,318,2,134,997,14,52
1816,1816,10.0,11.0,0.0,31.0,83.0,63.0,49.0,29.84,29.86,29.86,-0.766044,0.642788,0,1,0,8,4,1557,0,1717,0,1177,2,113,719,15,57
1817,1817,10.0,22.0,0.0,43.0,31.0,25.0,11.0,30.08,30.1,30.1,-0.642788,0.766044,1,0,0,2,21,1859,1,2148,0,248,2,140,1023,18,59
1818,1818,10.0,6.0,0.0,90.0,73.0,71.0,70.0,29.98,30.0,30.0,0.173648,-0.984808,1,0,0,7,28,729,0,1026,0,1771,2,325,2422,7,29
1819,1819,4.0,8.0,0.0,92.0,33.0,32.0,31.0,30.13,30.15,30.15,-0.939693,-0.34202,0,1,0,1,6,624,1,941,1,135,2,179,1074,6,24
1820,1820,10.0,6.0,0.0,60.0,82.0,72.0,67.0,29.84,29.86,29.86,-0.34202,-0.939693,1,0,0,7,11,1739,1,2009,0,1266,2,301,2454,17,39
1821,1821,10.0,15.0,0.0,66.0,50.0,45.0,39.0,30.05,30.07,30.07,0.173648,-0.984808,0,1,0,3,31,1105,0,1227,1,24,2,46,266,11,5
1822,1822,7.0,13.0,0.0,58.0,94.0,82.0,77.0,29.9,29.92,29.92,-0.173648,-0.984808,0,1,0,7,19,1237,1,1508,0,40,2,196,1428,12,37
1823,1823,10.0,28.0,0.0,24.0,24.0,17.0,-8.0,30.24,30.26,30.26,-0.642788,0.766044,1,0,0,1,24,1554,1,1940,1,2174,2,316,1990,15,54
1824,1824,10.0,8.0,0.0,57.0,50.0,43.0,35.0,30.24,30.26,30.26,-0.766044,-0.642788,1,0,0,11,15,1157,0,1303,0,316,2,43,209,11,57
1825,1825,10.0,8.0,0.0,64.0,36.0,32.0,25.0,30.51,30.53,30.53,0.866025,0.5,0,1,0,11,30,1916,1,2149,0,1416,2,139,1065,19,16
1826,1826,10.0,13.0,0.0,73.0,71.0,65.0,62.0,29.99,30.01,30.01,-0.34202,-0.939693,0,1,0,5,31,2001,1,2138,1,3400,2,110,745,20,1
1827,1827,10.0,5.0,0.0,84.0,70.0,67.0,65.0,30.0,30.02,30.02,0.34202,-0.939693,1,0,0,10,4,2033,0,2128,0,3395,2,40,213,20,33
1828,1828,1.5,15.0,0.0,81.0,27.0,25.0,22.0,30.43,30.45,30.45,0.866025,0.5,1,0,0,12,14,1213,1,1341,1,2902,2,34,187,12,13
1829,1829,10.0,14.0,0.0,68.0,70.0,63.0,59.0,30.01,30.03,30.03,-0.173648,0.984808,1,0,0,7,26,832,1,1038,1,311,2,213,1605,8,32
1830,1830,10.0,14.0,0.0,45.0,32.0,26.0,13.0,30.11,30.13,30.13,-0.642788,0.766044,1,0,0,12,30,1855,1,2026,0,2908,2,61,301,18,55
1831,1831,10.0,18.0,0.0,44.0,54.0,44.0,32.0,29.98,30.0,30.0,-0.5,-0.866025,0,1,0,10,26,1654,1,1907,0,587,2,290,2227,16,54
1832,1832,10.0,18.0,0.0,64.0,77.0,69.0,64.0,29.62,29.64,29.64,-0.766044,-0.642788,0,1,0,6,11,1603,1,1746,1,2134,2,42,184,16,3
1833,1833,10.0,10.0,0.0,55.0,38.0,33.0,23.0,30.31,30.33,30.33,0.642788,-0.766044,0,1,0,2,22,1551,1,1832,0,1593,2,140,937,15,51
1834,1834,10.0,20.0,0.0,46.0,39.0,32.0,20.0,30.26,30.28,30.28,-0.34202,0.939693,1,0,0,11,19,2159,1,2324,0,4672,2,129,872,21,59
